taxonomy_id,phylum,class,order,family,genus,species,strain,Gram.stain,genome_size,,,
92407,Mycoplasmatota,-,Mycoplasmoidales,Metamycoplasmataceae,Metamycoplasma,Metamycoplasma subdolum,NA,negative,654603,,,
92490,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Winslowiella,Winslowiella toletana,NA,negative,5014558,,,
925775,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas vesicatoria,Xanthomonas vesicatoria ATCC 35937,negative,5349905,,,
925776,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas perforans,Xanthomonas perforans 91-118,negative,4898349,,,
925818,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. AMS5,NA,negative,5599206,,,
926,Pseudomonadota,Betaproteobacteria,Burkholderiales,-,Thiomonas,Thiomonas intermedia,Thiomonas intermedia,negative,3343428,,,
926034,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Enteritidis str. 77-1427,negative,4718680,,,
926417,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter sp. SHI2,NA,negative,2485335,,,
926418,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter sp. SHI8,NA,negative,2485290,,,
92644,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces malaysiensis,Streptomyces malaysiensis,positive,11517756,,,
92645,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum frisingense,Herbaspirillum frisingense,negative,5401391,,,
92647,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia tropica,Paraburkholderia tropica,negative,8619471,,,
926550,Chloroflexota,Caldilineae,Caldilineales,Caldilineaceae,Caldilinea,Caldilinea aerophila,Caldilinea aerophila DSM 14535 = NBRC 104270,negative,5144873,,,
926556,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Echinicola,Echinicola vietnamensis,Echinicola vietnamensis DSM 17526,negative,5608040,,,
926562,Bacteroidota,Flavobacteriia,Flavobacteriales,Owenweeksiaceae,Owenweeksia,Owenweeksia hongkongensis,Owenweeksia hongkongensis DSM 17368,negative,4000057,,,
926566,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terriglobus,Terriglobus roseus,Terriglobus roseus DSM 18391,negative,5227858,,,
926567,Synergistota,Synergistia,Synergistales,Synergistaceae,Thermanaerovibrio,Thermanaerovibrio velox,Thermanaerovibrio velox DSM 12556,negative,1880838,,,
926569,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,Anaerolinea thermophila,Anaerolinea thermophila UNI-1,negative,3532378,,,
926570,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acidocellaceae,Acidiphilium,Acidiphilium multivorum,Acidiphilium multivorum AIU301,negative,4096416.5,,,
92706,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,[Brevibacterium] flavum,[Brevibacterium] flavum,positive,3338699,,,
927083,Myxococcota,-,Polyangiales,Sandaracinaceae,Sandaracinus,Sandaracinus amylolyticus,Sandaracinus amylolyticus,negative,10645566,,,
92757,Mycoplasmatota,-,Mycoplasmoidales,Mycoplasmoidaceae,Mycoplasmoides,[Mycoplasma] cavipharyngis,NA,negative,1034253,,,
92758,Mycoplasmatota,-,Mycoplasmoidales,Mycoplasmoidaceae,Mycoplasmoides,Mycoplasmoides fastidiosum,Mycoplasma fastidiosum,negative,1221951,,,
927614,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Areca yellow leaf disease phytoplasma,NA,negative,625107,,,
927655,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium bovis,NA,positive,2652582,,,
927666,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis,Streptococcus oralis Uo5,positive,1958690,,,
927701,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma capricolum,Mycoplasma capricolum subsp. capripneumoniae M1601,negative,1016707,,,
927704,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas ruminantium,Selenomonas ruminantium subsp. lactilytica TAM6421,negative,3631933,,,
927786,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus aydinogluensis,NA,positive,4105500,,,
92826,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas campestris,Xanthomonas campestris pv. incanae,negative,4972898.5,,,
92828,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas phaseoli,NA,negative,5006417,,,
928724,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,Saccharomonospora glauca,Saccharomonospora glauca K62,positive,4564108,,,
929102,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,Lactococcus lactis subsp. lactis CV56,positive,2518737,,,
92933,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum doebereinerae,NA,negative,6963739.5,,,
92945,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ketogulonicigenium,Ketogulonicigenium vulgare,Ketogulonicigenium vulgare,negative,3154499,,,
92947,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ketogulonicigenium,Ketogulonicigenium robustum,Ketogulonicigenium robustum,negative,2713835,,,
929506,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium botulinum,Clostridium botulinum BKT015925,positive,3207592,,,
929556,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,Solitalea canadensis,Solitalea canadensis DSM 3403,negative,5202069,,,
929557,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Chlamydia psittaci RD1,negative,1171629,,,
929558,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,Sulfurimonas gotlandica,Sulfurimonas gotlandica GD1,negative,2949497,,,
929562,Bacteroidota,Cytophagia,Cytophagales,Leadbetterellaceae,Emticicia,Emticicia oligotrophica,NA,negative,5220361,,,
929704,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides odoratus,Myroides odoratus DSM 2801,negative,4301842,,,
929713,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Niabella,Niabella soli,Niabella soli DSM 19437,negative,4697343,,,
929813,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Gibbsiella,Gibbsiella quercinecans,Gibbsiella quercinecans,negative,5543786,,,
930124,Bacillota,Bacilli,Bacillales,Bacillaceae,Metabacillus,Metabacillus halosaccharovorans,NA,positive,5264427,,,
930166,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas brassicacearum,Pseudomonas brassicacearum,negative,6739771,,,
930169,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alloalcanivorax,Alloalcanivorax dieselolei,Alcanivorax dieselolei B5,negative,4928223,,,
930171,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter phenanthrenivorans,Pseudarthrobacter phenanthrenivorans Sphe3,positive,4535320,,,
930406,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O157:H16,negative,5158827.5,,,
93057,Cyanobacteriota,Cyanophyceae,Synechococcales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus,NA,negative,1685880,,,
93059,Cyanobacteriota,Cyanophyceae,Synechococcales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus,Prochlorococcus marinus str. MIT 9211,negative,1688963,,,
93060,Cyanobacteriota,Cyanophyceae,Synechococcales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus,Prochlorococcus marinus str. MIT 9215,negative,1738790,,,
93061,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus subsp. aureus NCTC 8325,positive,2825681.5,,,
93062,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus subsp. aureus COL,positive,2796297.5,,,
93064,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas koreensis,Sphingomonas koreensis,negative,4819238,,,
930771,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Braenderup str. ATCC BAA-664,negative,4759927,,,
930778,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Newport str. Levine 1,negative,4841916,,,
930779,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Newport str. Levine 15,negative,4883715,,,
930782,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes J1-220,positive,3032269,,,
930805,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,Halioglobus japonicus,Halioglobus japonicus,negative,4064193,,,
930944,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia enterocolitica,Yersinia enterocolitica subsp. palearctica Y11,negative,4625880,,,
930972,Bacteroidota,Cytophagia,Cytophagales,Catalimonadaceae,Porifericola,Porifericola rhodea,NA,negative,5487627,,,
931074,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus alcoholitolerans,NA,positive,1707401,,,
931089,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium deserti,Corynebacterium deserti GIMN1.010,positive,3033893,,,
931099,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia endosymbiont of Oedothorax gibbosus,Rickettsia endosymbiont of Oedothorax gibbosus,negative,2623967,,,
931100,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Oedothorax gibbosus,Wolbachia endosymbiont of Oedothorax gibbosus,negative,1618005.5,,,
931101,Bacteroidota,Cytophagia,Cytophagales,Amoebophilaceae,Candidatus Cardinium,Cardinium endosymbiont of Oedothorax gibbosus,Cardinium endosymbiont of Oedothorax gibbosus,negative,1137202,,,
931202,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Liberibacter,Candidatus Liberibacter asiaticus,Candidatus Liberibacter asiaticus str. Ishi-1,negative,1190853,,,
931276,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium saccharoperbutylacetonicum,Clostridium saccharoperbutylacetonicum N1-4(HMT),positive,6666445,,,
931281,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,Pseudomonas putida BIRD-1,negative,5731541,,,
931531,Bacteroidota,Cytophagia,Cytophagales,Catalimonadaceae,Tunicatimonas,Tunicatimonas pelagia,NA,negative,7291608,,,
931537,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Nocardia,Nocardia grenadensis,NA,positive,6402906,,,
931626,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium woodii,Acetobacterium woodii DSM 1030,positive,4044777,,,
931866,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium ottawaense,Bradyrhizobium ottawaense,negative,8438712.5,,,
93218,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea apista,Pandoraea apista,negative,5583029,,,
93219,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea norimbergensis,Pandoraea norimbergensis,negative,6167370,,,
93220,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea pnomenusa,Pandoraea pnomenusa,negative,5389547,,,
93221,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea pulmonicola,Pandoraea pulmonicola,negative,5867621,,,
93222,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea sputorum,Pandoraea sputorum,negative,5851396,,,
932677,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea ananatis,Pantoea ananatis AJ13355,negative,4877279,,,
932733,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Bardo,negative,4862086.5,,,
932919,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes SLCC2755,positive,3023926,,,
932920,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes SLCC2372,positive,3022910,,,
933080,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,Oxalobacter vibrioformis,NA,negative,2606300,,,
933093,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,Legionella pneumophila subsp. pneumophila ATCC 43290,negative,3359001,,,
933262,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfosarcina,Desulfosarcina sp. BuS5,NA,negative,3887829.5,,,
93378,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella hoshinae,Edwardsiella hoshinae,negative,3814381.5,,,
935199,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. p52,Rhodococcus sp. p52,positive,5413283,,,
935222,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. Sr18,Flavobacterium sp. Sr18,negative,3799679,,,
935293,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia entomophaga,Yersinia entomophaga,negative,4300890.5,,,
935296,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes,Klebsiella aerogenes EA1509E,negative,5591105,,,
935298,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudotuberculosis,Corynebacterium pseudotuberculosis PAT10,positive,2335323,,,
935547,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium japonicum,Mesorhizobium japonicum R7A,negative,6529994,,,
935548,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium loti,Mesorhizobium loti R88b,negative,7201138,,,
935558,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium medicae,Sinorhizobium medicae WSM1115,negative,6962125,,,
935588,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis M01-240355,negative,2287777,,,
935589,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis NZ-05/33,negative,2248966,,,
935590,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis M0579,negative,2324822,,,
935591,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis M01-240149,negative,2223518,,,
935593,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis M04-240196,negative,2250449,,,
935599,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis G2136,negative,2184862,,,
935697,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudotuberculosis,Corynebacterium pseudotuberculosis CIP 52.97,positive,2369131,,,
935705,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Thompson str. ATCC 8391,negative,4690430,,,
935706,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,NA,negative,4881897,,,
935897,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,Haemophilus influenzae F3047,negative,2007018,,,
936136,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum,Rhizobium leguminosarum bv. viciae 248,negative,7157962,,,
936139,Mycoplasmatota,-,Mycoplasmoidales,Metamycoplasmataceae,Mesomycoplasma,Mesomycoplasma hyorhinis,Mesomycoplasma hyorhinis MCLD,negative,829709,,,
936140,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus farciminis,Companilactobacillus farciminis KCTC 3681 = DSM 20184,positive,2525074,,,
936153,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,Enterococcus faecalis 62,positive,3100313,,,
936155,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter felis,Helicobacter felis ATCC 49179,negative,1672681,,,
936156,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,Bacillus subtilis BSn5,positive,4201595,,,
936337,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium amylolyticum,Microbacterium amylolyticum,positive,2588344,,,
936351,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,Bifidobacterium breve S27,positive,2294458,,,
936456,Chrysiogenota,Chrysiogenia,Chrysiogenales,Chrysiogenaceae,Desulfurispirillum,Desulfurispirillum indicum,Desulfurispirillum indicum S5,negative,2952993,,,
937773,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus pseudintermedius,Staphylococcus pseudintermedius HKU10-03,positive,2617381,,,
937774,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Taylorella,Taylorella equigenitalis,NA,negative,1695860,,,
937777,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus peraridilitoris,Deinococcus peraridilitoris DSM 19664,negative,4513714,,,
938141,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Sloterdijk str. ATCC 15791,negative,4817791,,,
938142,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Choleraesuis str. ATCC 10708,negative,4801679,,,
938143,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Rubislaw str. ATCC 10717,negative,4769795,,,
938144,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,NA,negative,4887392,,,
938155,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus futsaii,Companilactobacillus futsaii,positive,2654961,,,
938288,Bacillota,Clostridia,Eubacteriales,-,Fenollaria,Fenollaria massiliensis,Fenollaria massiliensis,positive,1659782,,,
938289,Bacillota,Clostridia,Eubacteriales,-,Levyella,Levyella massiliensis,NA,positive,1682293,,,
93944,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea gerenzanensis,Nonomuraea gerenzanensis,positive,12066052,,,
93973,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella japonica,Shewanella japonica,negative,4975677,,,
94,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Allostellaceae,Allostella,Allostella humosa,Stella humosa,negative,5832650,,,
940,Aquificota,Aquificia,Aquificales,Aquificaceae,Hydrogenobacter,Hydrogenobacter thermophilus,Hydrogenobacter thermophilus TK-6,negative,1744672,,,
940190,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Melissococcus,Melissococcus plutonius,Melissococcus plutonius ATCC 35311,positive,2068732,,,
941187,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Inverness str. ATCC 10720,negative,4989883,,,
941188,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Pomona str. ATCC 10729,negative,4678025,,,
941189,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 11511,negative,4580689,,,
941190,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Chester str. ATCC 11997,negative,4660922,,,
941193,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,Pseudomonas aeruginosa M18,negative,6327754,,,
94122,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. ANA-3,Shewanella sp. ANA-3,negative,5251146,,,
941259,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae U-0608239,negative,5255994,,,
941280,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O25b:H4,negative,5483091,,,
94132,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter tataouinensis,Ramlibacter tataouinensis,negative,4691420.5,,,
941322,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O25b:H4-ST131,negative,5229222.5,,,
941323,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli VR50,negative,5196066,,,
94138,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus ureilyticus,NA,positive,2670427,,,
941638,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia slovaca,Rickettsia slovaca 13-B,negative,1275089,,,
941639,Bacillota,Bacilli,Bacillales,Bacillaceae,Heyndrickxia,Heyndrickxia coagulans,Weizmannia coagulans 2-6,positive,3073079,,,
941907,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomicrobiaceae,Allosphingosinicella,Allosphingosinicella indica,Allosphingosinicella indica,negative,2807353,,,
941967,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Brucella melitensis,Brucella melitensis M28,negative,3311748,,,
941968,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium botulinum,Clostridium botulinum H04402 065,positive,3919740,,,
941986,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis bartoniae,NA,positive,7824742.5,,,
942150,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus xiangfangensis,NA,positive,3026586,,,
942513,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis WUE 2594,negative,2227255,,,
942880,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Rhodoluna,Rhodoluna sp. KAS3,NA,positive,1338021,,,
943830,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Tardiphaga,Tardiphaga robiniae,Tardiphaga robiniae,negative,6444674.5,,,
943945,Mycoplasmatota,-,Mycoplasmoidales,Metamycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis fermentans,Mycoplasmopsis fermentans M64,negative,1118751,,,
944,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia canis,Ehrlichia canis,negative,1312048,,,
944492,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis thermalba,Amycolatopsis thermalba,positive,7261429.5,,,
944546,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,Aliarcobacter butzleri,Aliarcobacter butzleri ED-1,negative,2256675,,,
944547,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,Arcobacter sp. L,Arcobacter sp. L,negative,2947662,,,
945021,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Tetragenococcus halophilus,Tetragenococcus halophilus NBRC 12172,positive,2562720,,,
945556,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,Acinetobacter baumannii D1279779,negative,3711700,,,
945704,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,Streptococcus suis JS14,positive,2137435,,,
945711,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium ulcerans,Corynebacterium ulcerans 809,positive,2502095,,,
945712,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium ulcerans,Corynebacterium ulcerans BR-AD22,positive,2606374,,,
945713,Ignavibacteriota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,Ignavibacterium album,Ignavibacterium album JCM 16511,negative,3658997,,,
945844,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia oculi,Massilia oculi,negative,5912392.5,,,
94624,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella petrii,Bordetella petrii,negative,5287950,,,
94625,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Brucella intermedia,Brucella intermedia,negative,4762964,,,
946333,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Piscinibacter,Piscinibacter gummiphilus,Rhizobacter gummiphilus,negative,6398096,,,
946334,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes sp. OR16,Actinoplanes sp. OR16,positive,9293892,,,
